design_id,design_name,budget,theme,style,layers,difficulty,primary_flower,secondary_flower,accent_flower,primary_color,secondary_color,accent_color,diameter_ft,estimated_time_hr,people_required,occasion,description,flower_diversity,color_diversity,estimated_flower_cost
446,Vallamkali Pookalam 36,1775,Vallamkali,Peacock,4,Hard,Orchid,Marigold,Chethi,Yellow,Pink,White,6,3.6,4,Onam,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a peacock arrangement,3,3,132.59
447,Vallamkali Pookalam 37,1675,Vallamkali,Peacock,6,Easy,Orchid,Daisy,Tuberose,Green,Red,White,5,3.8,6,Home,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a peacock arrangement,3,3,174.81
448,Vallamkali Pookalam 38,825,Vallamkali,Peacock,8,Hard,Daisy,Rose,Chrysanthemum,Orange,White,Purple,8,4.8,3,Competition,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a peacock arrangement,3,3,125.06
449,Vallamkali Pookalam 39,825,Vallamkali,Lotus,6,Easy,Jasmine,Chrysanthemum,Rose,Green,Yellow,Orange,6,4.1,3,Competition,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a lotus arrangement,3,3,125.97
450,Vallamkali Pookalam 40,875,Vallamkali,Peacock,8,Hard,Jasmine,Daisy,Tuberose,Yellow,Orange,Red,6,4.7,3,Competition,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a peacock arrangement,3,3,174.17
451,Vallamkali Pookalam 41,950,Vallamkali,Peacock,4,Medium,Tuberose,Daisy,Chrysanthemum,Red,Pink,Green,7,3.1,6,Onam,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a peacock arrangement,3,3,76.17
452,Vallamkali Pookalam 42,1025,Vallamkali,Circular,4,Medium,Jasmine,Chethi,Orchid,White,Yellow,Orange,4,3.6,5,Onam,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a circular arrangement,3,3,158.05
453,Vallamkali Pookalam 43,875,Vallamkali,Peacock,4,Hard,Daisy,Orchid,Marigold,Yellow,Purple,White,8,2.9,3,School,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a peacock design arrangement,3,3,122.6
454,Vallamkali Pookalam 44,1225,Vallamkali,Peacock,7,Easy,Tuberose,Orchid,Chrysanthemum,Green,Orange,Pink,7,4.5,3,Competition,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a peacock design arrangement,3,3,207.9
455,Vallamkali Pookalam 45,1775,Vallamkali,Peacock,9,Medium,Chrysanthemum,Orchid,Daisy,Yellow,Red,Pink,4,5.4,6,Onam,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a peacock design arrangement,3,3,247.58
456,Vallamkali Pookalam 46,1400,Vallamkali,Peacock,9,Easy,Chrysanthemum,Lotus,Rose,Red,White,Purple,7,5.1,5,School,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a peacock arrangement,3,3,180.02
457,Vallamkali Pookalam 47,1600,Vallamkali,Peacock,8,Easy,Chrysanthemum,Chethi,Jasmine,Yellow,Purple,Red,7,5.3,4,Onam,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a peacock design arrangement,3,3,133.53
458,Vallamkali Pookalam 48,1800,Vallamkali,Circular,9,Medium,Jasmine,Marigold,Chrysanthemum,Red,Purple,Green,9,5.8,3,Competition,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a circular arrangement,3,3,163.8
459,Vallamkali Pookalam 49,1750,Vallamkali,Star,4,Medium,Chrysanthemum,Orchid,Lotus,Yellow,White,Green,4,3.0,2,Home,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a star arrangement,3,3,124.3
460,Vallamkali Pookalam 50,1175,Vallamkali,Lotus,5,Hard,Rose,Tuberose,Chethi,Green,Orange,Pink,4,4.0,5,School,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a lotus arrangement,3,3,97.8
461,Vallamkali Pookalam 51,950,Vallamkali,Circular,7,Hard,Jasmine,Chethi,Lotus,White,Yellow,Red,8,5.0,2,Onam,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a circular arrangement,3,3,146.35
462,Vallamkali Pookalam 52,1625,Vallamkali,Star,5,Easy,Chrysanthemum,Lotus,Tuberose,White,Yellow,Orange,5,4.1,5,School,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a star arrangement,3,3,123.96
463,Vallamkali Pookalam 53,1800,Vallamkali,Peacock,7,Easy,Rose,Lotus,Chethi,Orange,Purple,Red,8,4.3,6,Onam,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a peacock design arrangement,3,3,152.94
464,Vallamkali Pookalam 54,1100,Vallamkali,Circular,5,Hard,Chrysanthemum,Chethi,Orchid,Yellow,Purple,White,9,3.4,5,Onam,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a circular arrangement,3,3,137.83
465,Vallamkali Pookalam 55,1700,Vallamkali,Star,8,Easy,Lotus,Chethi,Rose,Red,Yellow,Purple,8,4.8,3,Onam,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a star arrangement,3,3,190.05
466,Vallamkali Pookalam 56,900,Vallamkali,Circular,8,Medium,Tuberose,Daisy,Lotus,White,Green,Purple,9,5.1,4,Onam,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a circular arrangement,3,3,134.62
467,Vallamkali Pookalam 57,1425,Vallamkali,Star,4,Hard,Chethi,Chrysanthemum,Orchid,Yellow,Purple,Green,8,3.1,3,Onam,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a star arrangement,3,3,101.61
468,Vallamkali Pookalam 58,1425,Vallamkali,Lotus,7,Hard,Chrysanthemum,Daisy,Lotus,Green,Red,Yellow,7,4.4,3,Onam,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a lotus arrangement,3,3,128.81
469,Vallamkali Pookalam 59,1025,Vallamkali,Circular,8,Hard,Chethi,Tuberose,Chrysanthemum,Orange,Red,Purple,9,4.9,4,Onam,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a circular arrangement,3,3,124.89
470,Vallamkali Pookalam 60,1525,Vallamkali,Circular,7,Hard,Daisy,Lotus,Tuberose,Yellow,Green,Purple,6,4.4,5,Onam,Vallamkali-inspired Onam Pookalam with boat-race themed patterns in a circular arrangement,3,3,148.36
471,Nilavilakku Pookalam 11,875,Nilavilakku,Temple Style,8,Hard,Orchid,Rose,Daisy,Orange,Yellow,White,7,5.3,2,Competition,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a temple style arrangement,3,3,261.05
472,Nilavilakku Pookalam 12,875,Nilavilakku,Lotus,6,Hard,Chethi,Daisy,Chrysanthemum,White,Yellow,Pink,6,4.6,3,Competition,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a lotus arrangement,3,3,101.12
473,Nilavilakku Pookalam 13,1750,Nilavilakku,Temple Style,4,Easy,Tuberose,Daisy,Lotus,Yellow,Purple,Pink,4,2.9,4,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a temple style arrangement,3,3,78.55
474,Nilavilakku Pookalam 14,1125,Nilavilakku,Temple Style,4,Medium,Orchid,Tuberose,Chethi,Red,Green,Pink,4,3.0,5,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a temple style arrangement,3,3,156.48
475,Nilavilakku Pookalam 15,1075,Nilavilakku,Star,9,Easy,Chethi,Lotus,Chrysanthemum,Orange,Purple,Yellow,4,5.3,5,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a star arrangement,3,3,160.76
476,Nilavilakku Pookalam 16,1650,Nilavilakku,Circular,7,Hard,Tuberose,Chethi,Orchid,Red,Purple,White,5,4.5,3,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a circular arrangement,3,3,188.83
477,Nilavilakku Pookalam 17,1425,Nilavilakku,Circular,5,Medium,Chrysanthemum,Marigold,Jasmine,Red,Yellow,Green,6,3.7,5,Home,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a circular arrangement,3,3,95.22
478,Nilavilakku Pookalam 18,1300,Nilavilakku,Star,8,Hard,Jasmine,Daisy,Chrysanthemum,Red,Purple,Yellow,5,4.8,5,School,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a star arrangement,3,3,155.98
479,Nilavilakku Pookalam 19,1250,Nilavilakku,Conch,9,Easy,Lotus,Orchid,Daisy,Green,Pink,Purple,8,5.4,3,Competition,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a conch arrangement,3,3,291.63
480,Nilavilakku Pookalam 20,1625,Nilavilakku,Conch,7,Medium,Chrysanthemum,Tuberose,Orchid,Orange,Green,Yellow,7,4.6,5,Competition,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a conch arrangement,3,3,199.86
481,Nilavilakku Pookalam 21,925,Nilavilakku,Lotus,5,Easy,Chethi,Rose,Marigold,Yellow,Pink,Red,6,3.7,3,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a lotus arrangement,3,3,87.57
482,Nilavilakku Pookalam 22,975,Nilavilakku,Star,4,Medium,Marigold,Chrysanthemum,Daisy,Orange,Red,White,5,3.1,5,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a star arrangement,3,3,64.5
483,Nilavilakku Pookalam 23,775,Nilavilakku,Star,8,Medium,Marigold,Chrysanthemum,Orchid,Yellow,Red,Purple,8,5.4,6,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a star arrangement,3,3,147.62
484,Nilavilakku Pookalam 24,1375,Nilavilakku,Conch,4,Hard,Jasmine,Tuberose,Lotus,Green,White,Purple,6,3.3,5,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a conch arrangement,3,3,137.04
485,Nilavilakku Pookalam 25,1375,Nilavilakku,Conch,6,Easy,Lotus,Rose,Marigold,Orange,White,Pink,8,4.5,2,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a conch arrangement,3,3,151.44
486,Nilavilakku Pookalam 26,1675,Nilavilakku,Star,6,Hard,Jasmine,Rose,Chethi,Orange,Yellow,Green,8,3.9,3,Competition,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a star arrangement,3,3,122.14
487,Nilavilakku Pookalam 27,1025,Nilavilakku,Circular,6,Medium,Daisy,Jasmine,Chrysanthemum,Orange,Pink,Purple,5,4.2,3,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a circular arrangement,3,3,111.63
488,Nilavilakku Pookalam 28,875,Nilavilakku,Temple Style,9,Hard,Rose,Lotus,Tuberose,White,Orange,Pink,8,5.5,4,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a temple style arrangement,3,3,216.72
489,Nilavilakku Pookalam 29,1300,Nilavilakku,Star,9,Medium,Tuberose,Chethi,Lotus,White,Orange,Green,7,5.5,6,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a star arrangement,3,3,138.24
490,Nilavilakku Pookalam 30,975,Nilavilakku,Circular,7,Medium,Rose,Chethi,Tuberose,White,Purple,Yellow,6,4.7,3,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a circular arrangement,3,3,117.15
491,Nilavilakku Pookalam 31,1025,Nilavilakku,Conch,5,Hard,Lotus,Tuberose,Chrysanthemum,Red,Pink,White,8,4.1,2,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a conch arrangement,3,3,138.4
492,Nilavilakku Pookalam 32,1425,Nilavilakku,Conch,5,Hard,Chethi,Lotus,Chrysanthemum,Yellow,Purple,Orange,6,3.7,4,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a conch arrangement,3,3,109.79
493,Nilavilakku Pookalam 33,825,Nilavilakku,Temple Style,9,Medium,Daisy,Chrysanthemum,Chethi,Green,Orange,Purple,6,5.3,4,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a temple style arrangement,3,3,118.55
494,Nilavilakku Pookalam 34,775,Nilavilakku,Conch,9,Hard,Lotus,Tuberose,Chethi,Green,Orange,White,6,5.1,4,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a conch arrangement,3,3,220.95
495,Nilavilakku Pookalam 35,875,Nilavilakku,Circular,7,Easy,Daisy,Rose,Chethi,Orange,Red,Purple,7,4.9,4,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a circular arrangement,3,3,101.82
496,Nilavilakku Pookalam 36,1500,Nilavilakku,Temple Style,5,Easy,Chrysanthemum,Daisy,Marigold,Yellow,White,Pink,5,4.0,4,Home,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a temple style arrangement,3,3,75.85
497,Nilavilakku Pookalam 37,850,Nilavilakku,Lotus,6,Medium,Jasmine,Rose,Orchid,Yellow,White,Orange,7,4.2,6,Home,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a lotus arrangement,3,3,163.98
498,Nilavilakku Pookalam 38,1275,Nilavilakku,Conch,8,Easy,Tuberose,Jasmine,Orchid,White,Red,Pink,6,4.6,2,Competition,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a conch arrangement,3,3,190.81
499,Nilavilakku Pookalam 39,1675,Nilavilakku,Conch,5,Hard,Marigold,Lotus,Orchid,White,Pink,Red,6,4.0,4,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a conch arrangement,3,3,153.58
500,Nilavilakku Pookalam 40,1675,Nilavilakku,Conch,5,Hard,Marigold,Daisy,Tuberose,White,Pink,Red,6,4.0,6,Competition,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a conch arrangement,3,3,89.13
501,Nilavilakku Pookalam 41,1075,Nilavilakku,Temple Style,7,Hard,Tuberose,Lotus,Marigold,Green,Yellow,Orange,7,4.7,4,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a temple style arrangement,3,3,164.52
502,Nilavilakku Pookalam 42,1600,Nilavilakku,Star,9,Hard,Marigold,Lotus,Tuberose,Green,Yellow,Purple,5,5.6,6,School,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a star arrangement,3,3,162.96
503,Nilavilakku Pookalam 43,1675,Nilavilakku,Temple Style,8,Medium,Marigold,Rose,Jasmine,Green,Yellow,Orange,8,5.0,5,Home,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a temple style arrangement,3,3,109.07
504,Nilavilakku Pookalam 44,1775,Nilavilakku,Star,8,Medium,Lotus,Tuberose,Chrysanthemum,White,Pink,Yellow,4,5.2,3,Home,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a star arrangement,3,3,176.84
505,Nilavilakku Pookalam 45,1675,Nilavilakku,Conch,4,Hard,Chethi,Tuberose,Lotus,Orange,Green,White,8,3.4,2,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a conch arrangement,3,3,103.62
506,Nilavilakku Pookalam 46,1050,Nilavilakku,Conch,5,Hard,Daisy,Rose,Chethi,Green,Red,Yellow,4,3.6,2,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a conch arrangement,3,3,93.68
507,Nilavilakku Pookalam 47,1150,Nilavilakku,Star,7,Medium,Chrysanthemum,Jasmine,Lotus,White,Green,Pink,6,4.9,2,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a star arrangement,3,3,145.12
508,Nilavilakku Pookalam 48,1450,Nilavilakku,Star,9,Easy,Chethi,Rose,Daisy,White,Red,Pink,6,5.1,4,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a star arrangement,3,3,128.33
509,Nilavilakku Pookalam 49,1550,Nilavilakku,Circular,6,Medium,Orchid,Daisy,Jasmine,Green,White,Pink,7,4.2,4,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a circular arrangement,3,3,210.3
510,Nilavilakku Pookalam 50,1125,Nilavilakku,Star,4,Hard,Daisy,Jasmine,Chethi,Orange,Red,Purple,6,3.0,6,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a star arrangement,3,3,93.31
511,Nilavilakku Pookalam 51,1450,Nilavilakku,Star,4,Hard,Tuberose,Chrysanthemum,Lotus,Green,Red,Pink,4,3.4,4,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a star arrangement,3,3,88.56
512,Nilavilakku Pookalam 52,825,Nilavilakku,Circular,7,Hard,Daisy,Chrysanthemum,Marigold,Green,White,Purple,5,4.8,3,Competition,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a circular arrangement,3,3,97.92
513,Nilavilakku Pookalam 53,925,Nilavilakku,Star,6,Hard,Chethi,Jasmine,Rose,White,Green,Purple,8,4.2,2,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a star arrangement,3,3,134.72
514,Nilavilakku Pookalam 54,1175,Nilavilakku,Star,7,Medium,Chrysanthemum,Rose,Tuberose,Yellow,Pink,Green,7,4.4,6,Home,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a star arrangement,3,3,119.64
515,Nilavilakku Pookalam 55,1475,Nilavilakku,Lotus,5,Hard,Lotus,Daisy,Rose,White,Green,Pink,8,3.7,4,Competition,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a lotus arrangement,3,3,137.26
516,Nilavilakku Pookalam 56,1250,Nilavilakku,Temple Style,6,Hard,Lotus,Marigold,Daisy,Red,Orange,Green,4,4.4,6,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a temple style arrangement,3,3,125.68
517,Nilavilakku Pookalam 57,1675,Nilavilakku,Temple Style,4,Easy,Orchid,Daisy,Chethi,Yellow,Red,Green,4,3.2,3,Home,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a temple style arrangement,3,3,175.35
518,Nilavilakku Pookalam 58,1075,Nilavilakku,Circular,8,Hard,Tuberose,Daisy,Chrysanthemum,White,Red,Yellow,4,4.8,6,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a circular arrangement,3,3,133.74
519,Nilavilakku Pookalam 59,1425,Nilavilakku,Circular,4,Medium,Tuberose,Chethi,Orchid,White,Green,Purple,4,3.3,3,Onam,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a circular arrangement,3,3,101.31
520,Nilavilakku Pookalam 60,975,Nilavilakku,Star,5,Hard,Lotus,Jasmine,Orchid,Red,White,Pink,6,3.8,3,School,Nilavilakku-inspired Onam Pookalam with traditional lamp motifs in a star arrangement,3,3,172.2
521,Nature Pookalam 11,1150,Nature,Circular,6,Hard,Marigold,Orchid,Rose,White,Yellow,Purple,8,4.3,6,Onam,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a circular arrangement,3,3,192.46
522,Nature Pookalam 12,1600,Nature,Peacock,8,Hard,Orchid,Chrysanthemum,Tuberose,Yellow,Pink,White,4,5.1,6,Competition,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a peacock arrangement,3,3,250.72
523,Nature Pookalam 13,1325,Nature,Lotus,4,Medium,Marigold,Daisy,Chrysanthemum,Yellow,White,Pink,7,3.1,5,Onam,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a lotus arrangement,3,3,60.86
524,Nature Pookalam 14,875,Nature,Circular,4,Medium,Chrysanthemum,Marigold,Rose,Pink,Red,Green,4,3.5,3,Onam,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a circular arrangement,3,3,69.66
525,Nature Pookalam 15,1825,Nature,Peacock,8,Easy,Chrysanthemum,Chethi,Daisy,Pink,Yellow,Red,9,4.7,3,School,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a peacock arrangement,3,3,112.71
526,Nature Pookalam 16,775,Nature,Lotus,8,Easy,Rose,Chrysanthemum,Jasmine,Yellow,White,Pink,7,5.4,2,Onam,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a lotus arrangement,3,3,136.2
527,Nature Pookalam 17,1450,Nature,Lotus,9,Easy,Jasmine,Daisy,Rose,Yellow,Green,Red,8,5.3,3,Competition,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a lotus arrangement,3,3,190.06
528,Nature Pookalam 18,1775,Nature,Butterfly,9,Medium,Jasmine,Daisy,Lotus,Yellow,Pink,Green,8,5.5,4,Onam,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a butterfly arrangement,3,3,165.79
529,Nature Pookalam 19,775,Nature,Peacock,4,Hard,Chrysanthemum,Daisy,Jasmine,Green,Orange,Pink,9,3.3,5,School,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a peacock arrangement,3,3,63.03
530,Nature Pookalam 20,1475,Nature,Star,5,Hard,Lotus,Rose,Marigold,Orange,Red,Purple,6,4.1,3,School,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a star arrangement,3,3,132.84
531,Nature Pookalam 21,1225,Nature,Circular,5,Easy,Orchid,Rose,Chrysanthemum,Orange,Green,Pink,9,3.7,3,Onam,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a circular arrangement,3,3,175.4
532,Nature Pookalam 22,1375,Nature,Circular,8,Medium,Chrysanthemum,Daisy,Chethi,Pink,Yellow,Red,9,4.9,3,Home,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a circular arrangement,3,3,115.27
533,Nature Pookalam 23,1850,Nature,Lotus,9,Medium,Rose,Daisy,Tuberose,Green,Yellow,Red,9,5.5,3,Onam,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a lotus arrangement,3,3,127.46
534,Nature Pookalam 24,1550,Nature,Circular,5,Easy,Daisy,Rose,Marigold,Orange,Yellow,Purple,6,3.4,6,Onam,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a circular arrangement,3,3,95.86
535,Nature Pookalam 25,1650,Nature,Circular,7,Easy,Tuberose,Orchid,Chrysanthemum,Green,Yellow,Pink,8,4.9,6,Home,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a circular arrangement,3,3,192.52
536,Nature Pookalam 26,1825,Nature,Butterfly,5,Hard,Lotus,Orchid,Daisy,Orange,Purple,Pink,5,3.9,6,Home,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a butterfly arrangement,3,3,181.86
537,Nature Pookalam 27,750,Nature,Lotus,7,Easy,Jasmine,Lotus,Orchid,Orange,Yellow,White,8,4.3,5,School,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a lotus arrangement,3,3,263.1
538,Nature Pookalam 28,975,Nature,Circular,8,Easy,Lotus,Daisy,Orchid,Pink,Purple,Orange,7,4.7,6,Competition,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a circular arrangement,3,3,203.51
539,Nature Pookalam 29,1025,Nature,Star,9,Medium,Daisy,Orchid,Jasmine,Pink,Red,Purple,5,5.3,4,Home,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a star arrangement,3,3,200.84
540,Nature Pookalam 30,1750,Nature,Butterfly,7,Hard,Daisy,Rose,Jasmine,Orange,Yellow,Green,7,4.8,2,Competition,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a butterfly arrangement,3,3,122.67
541,Nature Pookalam 31,1575,Nature,Butterfly,9,Hard,Lotus,Rose,Jasmine,White,Green,Pink,6,5.9,3,School,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a butterfly arrangement,3,3,188.1
542,Nature Pookalam 32,925,Nature,Lotus,5,Medium,Lotus,Marigold,Rose,White,Pink,Orange,5,3.6,2,School,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a lotus arrangement,3,3,119.46
543,Nature Pookalam 33,1450,Nature,Star,9,Easy,Lotus,Jasmine,Daisy,White,Yellow,Pink,8,5.5,2,Competition,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a star arrangement,3,3,213.72
544,Nature Pookalam 34,1450,Nature,Star,7,Easy,Marigold,Chrysanthemum,Orchid,Orange,Pink,Green,4,4.3,4,Onam,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a star arrangement,3,3,131.66
545,Nature Pookalam 35,1350,Nature,Peacock,8,Hard,Tuberose,Chethi,Jasmine,Green,Yellow,White,6,5.3,6,School,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a peacock arrangement,3,3,158.68
546,Nature Pookalam 36,1500,Nature,Circular,9,Medium,Rose,Marigold,Jasmine,Green,White,Yellow,8,5.6,2,Onam,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a circular arrangement,3,3,163.23
547,Nature Pookalam 37,1625,Nature,Lotus,6,Medium,Lotus,Tuberose,Daisy,Pink,Green,Red,5,4.3,6,Onam,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a lotus arrangement,3,3,162.61
548,Nature Pookalam 38,975,Nature,Circular,9,Hard,Daisy,Orchid,Tuberose,White,Green,Red,9,5.1,6,School,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a circular arrangement,3,3,246.38
549,Nature Pookalam 39,1325,Nature,Butterfly,5,Easy,Orchid,Daisy,Rose,Pink,Green,Yellow,9,3.7,3,Competition,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a butterfly arrangement,3,3,187.79
550,Nature Pookalam 40,1275,Nature,Circular,4,Hard,Chethi,Daisy,Lotus,Yellow,Orange,Pink,9,3.2,5,Competition,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a circular arrangement,3,3,68.98
551,Nature Pookalam 41,800,Nature,Butterfly,4,Hard,Tuberose,Rose,Chethi,Yellow,Pink,Green,4,3.7,2,Home,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a butterfly arrangement,3,3,87.66
552,Nature Pookalam 42,900,Nature,Lotus,8,Medium,Tuberose,Daisy,Chrysanthemum,Pink,Purple,Green,4,4.9,3,School,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a lotus arrangement,3,3,119.87
553,Nature Pookalam 43,1375,Nature,Butterfly,7,Easy,Lotus,Jasmine,Daisy,White,Green,Pink,4,4.3,2,Onam,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a butterfly arrangement,3,3,175.7
554,Nature Pookalam 44,1000,Nature,Lotus,5,Easy,Rose,Tuberose,Chrysanthemum,Green,Pink,Red,5,3.4,2,Onam,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a lotus arrangement,3,3,92.72
555,Nature Pookalam 45,900,Nature,Circular,7,Hard,Orchid,Jasmine,Daisy,Green,White,Purple,8,4.4,2,Competition,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a circular arrangement,3,3,237.61
556,Nature Pookalam 46,1550,Nature,Peacock,7,Medium,Orchid,Chrysanthemum,Daisy,Green,White,Pink,8,4.3,4,Home,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a peacock arrangement,3,3,229.1
557,Nature Pookalam 47,1650,Nature,Circular,9,Easy,Lotus,Orchid,Daisy,White,Orange,Purple,4,5.2,3,Home,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a circular arrangement,3,3,305.98
558,Nature Pookalam 48,1700,Nature,Circular,9,Medium,Chrysanthemum,Jasmine,Orchid,White,Yellow,Orange,9,5.6,5,Onam,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a circular arrangement,3,3,219.15
559,Nature Pookalam 49,875,Nature,Circular,7,Hard,Chrysanthemum,Lotus,Rose,Orange,Pink,Yellow,7,4.8,5,Home,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a circular arrangement,3,3,155.86
560,Nature Pookalam 50,800,Nature,Peacock,7,Easy,Marigold,Rose,Tuberose,Yellow,Green,Purple,5,4.9,4,Onam,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a peacock arrangement,3,3,103.2
561,Nature Pookalam 51,1875,Nature,Star,8,Medium,Chethi,Marigold,Tuberose,White,Green,Red,9,4.7,5,Onam,Nature-inspired Onam Pookalam with organic floral and leaf motifs in a star arrangement,3,3,120.12
